OrderID,OrderDate,CustomerName,CustomerType,Gender,Age,Region,State,City,Category,SubCategory,Quantity,UnitPrice,Discount,Sales,Profit,ServiceCharge_INR,DeliveryDays,PaymentMode,Rating
ORD14369,2023-10-12,Simran Kapoor,Regular,Male,28,West,Goa,Panaji,Villa,Hillside Villa,2,21315.25,0.2,34104.4,9340.05,1991.03,3,Net Banking,2.0
ORD75956,2024-07-01,Zara Sharma,Premium,Male,50,West,Maharashtra,Pune,Suite,Luxury Suite,3,17271.15,0.15,44041.43,3796.41,462.71,2,Net Banking,5.0
ORD57075,2023-09-03,Pooja Pillai,New,Female,52,North,Uttar Pradesh,Lucknow,Suite,Family Suite,2,24436.54,0.1,43985.77,11627.04,1507.87,3,Credit Card,5.0
ORD68268,2024-10-24,Karan Sharma,Regular,Female,51,South,Karnataka,Mysuru,Suite,Presidential Suite,1,11872.93,0.2,9498.34,771.89,1656.46,0,Debit Card,2.0
ORD68444,2024-03-27,Vikram Verma,New,Female,63,East,Odisha,Bhubaneswar,Suite,Family Suite,3,13990.33,0.05,39872.44,8259.7,1245.78,2,Credit Card,1.0
ORD11850,2023-01-30,Ayaan Agarwal,Premium,Male,49,North,Punjab,Ludhiana,Standard Room,Non-AC,3,1857.04,0.2,4456.9,1070.11,1693.41,3,Credit Card,2.0
ORD88672,2023-04-05,Meera Joshi,New,Male,60,South,Tamil Nadu,Chennai,Villa,1BHK Villa,1,59717.67,0.0,59717.67,10305.77,1578.72,3,Net Banking,3.0
ORD28655,2024-08-07,Riya Kapoor,Regular,Female,23,South,Kerala,Thiruvananthapuram,Suite,Honeymoon Suite,2,18457.04,0.15,31376.97,6473.86,807.83,1,Credit Card,3.0
ORD63959,2023-10-17,Karan Reddy,Regular,Male,34,West,Gujarat,Ahmedabad,Standard Room,Double,2,2634.98,0.2,4215.97,494.66,949.42,2,Net Banking,3.0
ORD81457,2023-06-08,Anika Chopra,Regular,Male,48,North,Uttar Pradesh,Lucknow,Villa,Hillside Villa,1,52025.82,0.15,44221.95,5971.75,918.89,1,UPI,4.0
ORD62917,2023-04-08,Rohan Mehta,Premium,Male,51,West,Rajasthan,Udaipur,Banquet/Event,Conference Hall,1,30076.6,0.05,28572.77,2813.25,1051.56,3,Credit Card,2.0
ORD95952,2024-10-29,Zara Reddy,Premium,Male,23,South,Karnataka,Mysuru,Standard Room,Single,1,1938.48,0.0,1938.48,235.63,1437.95,1,UPI,3.0
ORD28897,2024-12-27,Riya Verma,New,Male,24,South,Kerala,Thiruvananthapuram,Suite,Family Suite,1,23213.58,0.0,23213.58,3836.62,1620.1,1,Debit Card,3.0
ORD14567,2023-11-16,Simran Chopra,Regular,Male,55,West,Rajasthan,Jaipur,Suite,Junior Suite,2,12427.5,0.2,19884.0,1914.7,207.55,0,Credit Card,2.0
ORD41841,2023-06-12,Rahul Pillai,Premium,Female,60,South,Tamil Nadu,Coimbatore,Standard Room,Double,4,1632.86,0.1,5878.3,867.66,591.24,1,Wallet,3.0
ORD19660,2024-06-13,Pari Iyer,Premium,Male,25,West,Rajasthan,Udaipur,Standard Room,Twin Sharing,1,1912.43,0.05,1816.81,523.88,1923.68,2,UPI,1.0
ORD51407,2024-05-06,Aarav Bhatt,Regular,Male,25,North,Haryana,Faridabad,Suite,Honeymoon Suite,3,21598.46,0.05,61555.61,17712.2,407.75,2,Wallet,5.0
ORD13959,2024-03-21,Nisha Khan,Regular,Female,40,East,Odisha,Cuttack,Deluxe Room,Executive,3,4568.1,0.2,10963.44,3743.9,1862.85,0,Debit Card,4.0
ORD44328,2023-02-19,Ishaan Reddy,Premium,Female,64,North,Uttar Pradesh,Noida,Villa,Hillside Villa,2,47222.86,0.15,80278.86,22267.05,1808.79,0,Net Banking,4.0
ORD79309,2023-11-07,Kavya Gupta,New,Female,59,North,Haryana,Faridabad,Villa,1BHK Villa,1,39471.33,0.15,33550.63,11203.34,1725.07,1,Credit Card,3.0
ORD75796,2024-03-23,Ayaan Pillai,Premium,Male,58,East,Bihar,Gaya,Banquet/Event,Rooftop Party,1,56294.56,0.05,53479.83,6043.01,1237.76,2,Debit Card,3.0
ORD35670,2024-12-27,Vihaan Malhotra,Regular,Male,23,West,Rajasthan,Jaipur,Villa,Beach Villa,2,57198.73,0.15,97237.84,15659.97,1400.16,0,Wallet,1.0
ORD40794,2024-03-24,Pari Rao,Premium,Female,27,East,West Bengal,Howrah,Standard Room,Single,4,3372.39,0.15,11466.13,1813.89,766.93,2,Credit Card,4.0
ORD28643,2024-05-17,Pari Rao,Premium,Male,41,North,Haryana,Faridabad,Villa,Beach Villa,1,19842.98,0.15,16866.53,1428.72,1402.83,3,Wallet,1.0
ORD22757,2023-03-13,Meera Kulkarni,Regular,Female,60,West,Goa,Panaji,Suite,Presidential Suite,2,20156.18,0.0,40312.36,7745.12,976.44,1,UPI,1.0
ORD28658,2023-06-18,Aryan Joshi,Regular,Male,24,East,Jharkhand,Ranchi,Villa,1BHK Villa,1,42308.4,0.15,35962.14,3220.56,712.82,1,Net Banking,3.0
ORD37826,2024-09-20,Priya Verma,Premium,Female,38,West,Gujarat,Surat,Deluxe Room,Business,4,7788.29,0.2,24922.53,3742.33,882.21,3,Wallet,2.0
ORD59415,2024-03-21,Riya Agarwal,Premium,Female,49,West,Maharashtra,Pune,Villa,2BHK Villa,1,47775.14,0.1,42997.63,13214.34,1346.24,3,UPI,4.0
ORD26887,2024-12-18,Varun Malhotra,Regular,Female,24,North,Uttar Pradesh,Noida,Banquet/Event,Small Meeting Room,1,132753.33,0.2,106202.66,14068.69,360.15,0,Credit Card,2.0
ORD78511,2023-01-03,Krishna Agarwal,New,Female,32,West,Rajasthan,Udaipur,Suite,Luxury Suite,2,22411.32,0.1,40340.38,6538.85,1528.1,0,Debit Card,4.0
ORD83959,2024-02-29,Pari Mehta,Regular,Male,33,East,West Bengal,Howrah,Suite,Honeymoon Suite,2,18807.71,0.15,31973.11,8523.16,464.52,1,UPI,2.0
ORD81736,2023-03-15,Aman Mehta,Regular,Male,29,South,Kerala,Kochi,Deluxe Room,Pool View,2,3888.75,0.0,7777.5,1953.99,1846.57,1,Wallet,5.0
ORD68195,2023-01-18,Saanvi Reddy,New,Male,27,West,Goa,Panaji,Banquet/Event,Wedding Hall,1,54504.17,0.1,49053.75,8542.27,648.3,1,UPI,4.0
ORD43999,2024-08-17,Pooja Reddy,Premium,Female,21,East,Jharkhand,Jamshedpur,Suite,Luxury Suite,1,15839.21,0.0,15839.21,5237.67,1985.08,1,Debit Card,4.0
ORD46965,2023-03-15,Ishaan Chopra,Regular,Female,40,North,Punjab,Amritsar,Deluxe Room,Pool View,1,4051.8,0.15,3444.03,1077.49,1341.1,0,UPI,4.0
ORD78292,2024-03-05,Pari Sharma,Regular,Male,21,East,Jharkhand,Jamshedpur,Banquet/Event,Rooftop Party,1,25791.59,0.1,23212.43,3207.19,295.94,1,UPI,2.0
ORD37108,2024-11-15,Aman Chopra,New,Female,28,North,Punjab,Amritsar,Villa,Beach Villa,1,48478.76,0.1,43630.88,14890.71,639.14,1,Credit Card,3.0
ORD85173,2023-08-29,Myra Das,New,Female,52,South,Telangana,Hyderabad,Suite,Presidential Suite,1,8817.29,0.0,8817.29,2187.67,1020.97,1,Debit Card,4.0
ORD58282,2023-09-23,Neha Patel,New,Male,47,North,Delhi,New Delhi,Standard Room,Twin Sharing,3,2438.7,0.15,6218.68,860.0,695.21,3,Credit Card,3.0
ORD27455,2024-09-10,Zara Joshi,Premium,Female,35,North,Punjab,Ludhiana,Banquet/Event,Rooftop Party,1,68639.5,0.05,65207.52,12830.06,1803.16,1,Wallet,3.0
ORD37226,2023-07-17,Dev Verma,Premium,Male,51,North,Punjab,Amritsar,Deluxe Room,Garden View,3,4156.14,0.2,9974.74,1448.95,850.99,3,UPI,1.0
ORD29916,2024-06-03,Myra Das,Regular,Female,36,East,West Bengal,Kolkata,Standard Room,Single,1,2241.94,0.1,2017.75,475.24,1327.78,2,Debit Card,1.0
ORD41273,2024-02-08,Varun Iyer,Premium,Male,60,North,Haryana,Gurugram,Villa,Beach Villa,1,33633.29,0.05,31951.63,6462.53,1338.87,1,Credit Card,4.0
ORD71544,2024-03-26,Unknown,Regular,Male,20,South,Karnataka,Mysuru,Banquet/Event,Wedding Hall,1,69484.61,0.2,55587.69,7840.07,357.29,1,UPI,1.0
ORD58938,2024-09-16,Zara Patel,Premium,Male,63,East,West Bengal,Kolkata,Villa,Hillside Villa,1,24529.38,0.0,24529.38,2497.77,1467.73,1,Wallet,2.0
ORD55406,2024-10-04,Priya Pillai,Regular,Female,65,South,Kerala,Thiruvananthapuram,Suite,Family Suite,2,20535.2,0.2,32856.32,9381.4,1365.6,1,Net Banking,3.0
ORD78657,2023-01-11,Anika Khan,Regular,Male,55,South,Tamil Nadu,Coimbatore,Deluxe Room,Pool View,1,4798.01,0.15,4078.31,361.03,1500.75,3,Credit Card,3.0
ORD65738,2024-08-23,Krishna Mehta,Regular,Female,61,South,Karnataka,Bengaluru,Deluxe Room,Pool View,2,5975.78,0.2,9561.25,1565.43,1505.48,3,UPI,5.0
ORD33344,2024-03-16,Arjun Joshi,Regular,Female,25,North,Uttar Pradesh,Lucknow,Deluxe Room,Business,1,6341.83,0.15,5390.56,567.69,1677.26,2,Debit Card,3.0
ORD87083,2024-06-09,Rahul Chopra,Premium,Male,47,East,Odisha,Cuttack,Standard Room,Twin Sharing,3,1943.52,0.05,5539.03,1197.36,1765.14,0,Credit Card,5.0
ORD42375,2023-02-17,Vikram Reddy,Premium,Male,18,South,Tamil Nadu,Chennai,Suite,Presidential Suite,2,24583.34,0.05,46708.35,7311.82,509.79,0,UPI,3.0
ORD29897,2024-11-28,Rohan Mehta,New,Female,27,North,Uttar Pradesh,Lucknow,Deluxe Room,Executive,3,6592.04,0.15,16809.7,3502.45,1391.29,2,Credit Card,4.0
ORD93010,2024-07-15,Saanvi Malhotra,New,Female,48,East,Odisha,Cuttack,Banquet/Event,Conference Hall,1,135162.95,0.0,135162.95,36880.9,332.93,2,Net Banking,4.0
ORD20330,2023-08-23,Varun Kulkarni,Regular,Male,18,North,Punjab,Amritsar,Deluxe Room,City View,1,5964.92,0.2,4771.94,528.53,409.78,1,Wallet,1.0
ORD24221,2023-07-13,Nisha Bhatt,Premium,Male,24,West,Goa,Panaji,Banquet/Event,Conference Hall,1,68951.73,0.15,58608.97,12339.02,1147.63,0,Wallet,5.0
ORD14785,2023-05-30,Kavya Patel,Premium,Female,55,West,Maharashtra,Mumbai,Banquet/Event,Small Meeting Room,1,125592.99,0.1,113033.69,20270.08,1269.87,0,Wallet,3.0
ORD11247,2024-10-26,Vivaan Agarwal,Regular,Female,65,West,Rajasthan,Jaipur,Suite,Family Suite,1,20696.67,0.05,19661.84,2336.86,494.24,0,Wallet,3.0
ORD42583,2024-08-30,Advait Nair,Regular,Female,62,East,Bihar,Patna,Banquet/Event,Conference Hall,1,80768.52,0.0,80768.52,8009.36,973.4,1,Net Banking,2.0
ORD31286,2024-10-08,Aryan Malhotra,Premium,Male,29,South,Tamil Nadu,Coimbatore,Banquet/Event,Conference Hall,1,43219.33,0.1,38897.4,11932.0,937.42,2,Wallet,5.0
ORD74002,2024-02-17,Riya Chopra,New,Female,24,West,Gujarat,Ahmedabad,Villa,Hillside Villa,1,20816.28,0.0,20816.28,3597.29,1375.18,3,Debit Card,4.0
ORD36928,2024-07-09,Vihaan Das,Regular,Female,55,East,Bihar,Gaya,Suite,Junior Suite,2,18434.73,0.0,36869.46,5079.41,1124.96,2,UPI,4.0
ORD28917,2024-09-24,Kiara Bhatt,Premium,Female,24,West,Gujarat,Ahmedabad,Suite,Junior Suite,1,12527.55,0.05,11901.17,2219.18,917.17,1,Debit Card,2.0
ORD31292,2024-07-07,Kiara Rao,New,Female,61,West,Maharashtra,Pune,Villa,2BHK Villa,2,30467.58,0.1,54841.64,10564.57,608.48,2,Debit Card,4.0
ORD86261,2023-11-02,Riya Gupta,New,Female,32,North,Delhi,New Delhi,Suite,Family Suite,3,11824.85,0.0,35474.55,6452.44,1594.41,2,Wallet,4.0
ORD41186,2023-07-01,Karan Iyer,New,Male,24,South,Telangana,Warangal,Suite,Junior Suite,3,14067.76,0.0,42203.28,13271.09,1790.89,1,Debit Card,3.0
ORD94695,2024-05-29,Krishna Mehta,Regular,Male,64,North,Delhi,New Delhi,Deluxe Room,City View,1,6781.62,0.05,6442.54,1083.89,1366.26,2,UPI,4.0
ORD52326,2024-06-11,Advait Nair,New,Male,34,East,Odisha,Bhubaneswar,Standard Room,Single,3,2673.78,0.15,6818.14,2180.68,1395.43,3,Debit Card,4.0
ORD93686,2024-04-02,Krishna Khan,Regular,Female,60,East,Odisha,Bhubaneswar,Deluxe Room,Executive,4,4567.01,0.2,14614.43,3431.68,1403.19,3,Wallet,3.0
ORD13737,2023-02-18,Rohan Iyer,New,Male,30,South,Kerala,Thiruvananthapuram,Deluxe Room,City View,3,7376.8,0.1,19917.36,5642.16,320.09,0,Wallet,2.0
ORD43359,2024-12-11,Ishaan Gupta,Regular,Male,26,South,Kerala,Kochi,Standard Room,Non-AC,2,2013.04,0.2,3220.86,576.68,302.36,3,Net Banking,1.0
ORD81335,2023-01-27,Aman Chopra,Regular,Male,35,West,Gujarat,Ahmedabad,Standard Room,AC,1,1903.33,0.2,1522.66,291.48,706.3,1,Debit Card,1.0
ORD50216,2023-11-23,Anika Verma,Regular,Male,34,South,Karnataka,Mysuru,Standard Room,Double,3,3284.62,0.1,8868.47,1499.2,585.63,0,Net Banking,2.0
ORD53699,2023-12-24,Meera Malhotra,Premium,Female,19,West,Gujarat,Surat,Standard Room,Double,2,1964.14,0.2,3142.62,289.35,249.63,2,Credit Card,1.0
ORD75413,2024-11-18,Rahul Iyer,Regular,Male,41,West,Rajasthan,Udaipur,Deluxe Room,Executive,2,6335.26,0.15,10769.94,2927.02,1160.76,0,Credit Card,2.0
ORD41196,2023-01-18,Isha Patel,Regular,Female,18,North,Punjab,Amritsar,Suite,Family Suite,2,12520.1,0.0,25040.2,8490.56,265.23,3,Net Banking,2.0
ORD52783,2023-02-24,Kabir Iyer,Regular,Male,23,South,Tamil Nadu,Coimbatore,Suite,Family Suite,1,12984.35,0.05,12335.13,1873.0,1528.65,2,UPI,1.0
ORD28540,2024-07-02,Pooja Joshi,Premium,Female,43,West,Maharashtra,Pune,Standard Room,Twin Sharing,1,3734.01,0.1,3360.61,896.45,1049.04,1,Debit Card,2.0
ORD44230,2023-07-22,Ayaan Chopra,Regular,Male,41,North,Uttar Pradesh,Lucknow,Standard Room,Twin Sharing,3,1676.53,0.1,4526.63,588.11,1209.8,2,Wallet,1.0
ORD13090,2024-03-05,Rahul Sharma,Premium,Female,54,East,Odisha,Cuttack,Deluxe Room,City View,4,7337.39,0.15,24947.13,4525.06,609.71,1,Wallet,3.0
ORD85039,2024-01-11,Aman Sharma,New,Female,48,West,Rajasthan,Udaipur,Deluxe Room,Executive,4,6685.54,0.0,26742.16,6975.09,1884.02,2,Debit Card,3.0
ORD76582,2023-05-04,Priya Gupta,Premium,Female,46,West,Gujarat,Ahmedabad,Banquet/Event,Conference Hall,1,110322.6,0.0,110322.6,17798.98,1792.35,0,Wallet,4.0
ORD49651,2023-03-20,Aman Reddy,New,Female,65,North,Haryana,Gurugram,Banquet/Event,Wedding Hall,1,114815.13,0.05,109074.37,9674.62,720.36,0,Net Banking,5.0
ORD27887,2023-01-07,Anika Khan,Premium,Male,32,North,Haryana,Gurugram,Standard Room,Double,5,3793.76,0.1,17071.92,4119.83,1152.96,2,Credit Card,4.0
ORD83540,2024-08-29,Yash Iyer,Premium,Female,58,West,Maharashtra,Mumbai,Deluxe Room,Garden View,4,7151.49,0.2,22884.77,5233.82,1795.0,2,Wallet,2.0
ORD52489,2023-07-31,Vihaan Singh,New,Female,46,West,Rajasthan,Jaipur,Villa,Hillside Villa,1,36997.98,0.0,36997.98,8125.56,1229.8,2,Net Banking,3.0
ORD17685,2024-02-16,Pari Malhotra,Regular,Male,42,East,Bihar,Patna,Suite,Junior Suite,3,18801.74,0.1,50764.7,7090.32,892.6,1,Net Banking,4.0
ORD40736,2024-11-02,Krishna Bhatt,New,Male,28,East,Odisha,Cuttack,Deluxe Room,Garden View,2,7887.77,0.05,14986.76,1646.04,625.52,0,Debit Card,4.0
ORD34642,2024-03-08,Reyansh Kulkarni,Premium,Male,54,North,Uttar Pradesh,Noida,Suite,Family Suite,2,10631.34,0.05,20199.55,4154.22,1914.2,0,Net Banking,3.0
ORD19615,2024-02-15,Pari Nair,Regular,Male,64,West,Gujarat,Ahmedabad,Deluxe Room,City View,1,3652.37,0.05,3469.75,934.16,605.06,1,Wallet,3.0
ORD74427,2023-05-29,Tanya Mehta,Regular,Male,39,North,Uttar Pradesh,Noida,Suite,Presidential Suite,2,8438.38,0.05,16032.92,1946.71,1631.82,0,Credit Card,1.0
ORD68591,2023-04-05,Yash Patel,Premium,Female,40,West,Goa,Panaji,Villa,1BHK Villa,2,19561.27,0.05,37166.41,11433.33,209.54,2,Wallet,5.0
ORD46071,2023-10-21,Neha Mehta,Regular,Male,56,South,Karnataka,Bengaluru,Villa,2BHK Villa,1,15328.31,0.1,13795.48,2433.49,1880.98,1,Net Banking,2.0
ORD93791,2023-04-18,Saanvi Chopra,Regular,Male,32,South,Kerala,Thiruvananthapuram,Villa,Beach Villa,2,36701.32,0.1,66062.38,-2526.1,1682.17,2,Wallet,1.0
ORD33442,2023-06-02,Pooja Joshi,Regular,Male,24,South,Tamil Nadu,Coimbatore,Deluxe Room,Garden View,4,4907.94,0.2,15705.41,3837.18,1895.97,1,Debit Card,3.0
ORD77831,2023-09-25,Aryan Pillai,New,Female,37,North,Uttar Pradesh,Noida,Suite,Honeymoon Suite,3,11347.6,0.1,30638.52,8639.34,603.06,2,Credit Card,3.0
ORD20142,2024-05-30,Vihaan Malhotra,Regular,Female,43,South,Kerala,Kochi,Suite,Family Suite,1,15565.37,0.05,14787.1,1900.13,1214.26,1,UPI,5.0
ORD74356,2024-11-02,Vikram Sharma,Regular,Male,28,West,Gujarat,Surat,Villa,2BHK Villa,2,30253.58,0.05,57481.8,17088.41,1351.7,3,Net Banking,2.0
ORD98458,2023-04-10,Arjun Kulkarni,New,Female,28,West,Maharashtra,Pune,Suite,Honeymoon Suite,1,22587.33,0.15,19199.23,6405.38,474.08,2,Net Banking,2.0
ORD96791,2024-01-16,Aditya Reddy,Regular,Male,22,West,Maharashtra,Mumbai,Suite,Luxury Suite,3,8813.32,0.2,21151.97,7147.62,1831.21,1,Net Banking,5.0
ORD13047,2023-11-23,Varun Nair,Premium,Female,21,South,Karnataka,Bengaluru,Villa,Pool Villa,1,17697.18,0.05,16812.32,1770.83,1671.92,0,Debit Card,1.0
ORD63909,2024-03-12,Rohan Patel,Regular,Male,24,North,Haryana,Faridabad,Suite,Family Suite,3,23411.29,0.1,63210.48,14962.74,1801.24,1,Credit Card,1.0
ORD86374,2024-04-09,Aman Kulkarni,Premium,Female,23,East,West Bengal,Howrah,Standard Room,Single,3,3520.38,0.0,10561.14,3693.84,1313.1,0,Net Banking,1.0
ORD39682,2024-12-20,Kiara Khan,New,Female,22,West,Maharashtra,Pune,Standard Room,Non-AC,4,2215.76,0.0,8863.04,1964.21,1481.72,2,Net Banking,4.0
ORD22627,2023-01-15,Myra Mehta,Premium,Female,23,East,Jharkhand,Ranchi,Deluxe Room,City View,3,3822.4,0.15,9747.12,2694.26,966.58,3,Debit Card,3.0
ORD54562,2023-11-12,Vihaan Chopra,New,Male,23,East,Odisha,Bhubaneswar,Banquet/Event,Small Meeting Room,1,113753.83,0.0,113753.83,15519.93,377.96,1,Credit Card,1.0
ORD12274,2023-10-18,Neha Verma,Regular,Female,52,South,Tamil Nadu,Coimbatore,Banquet/Event,Wedding Hall,1,45205.24,0.2,36164.19,5067.38,1120.71,2,UPI,4.0
ORD96961,2023-07-06,Ananya Kulkarni,Regular,Male,49,South,Tamil Nadu,Chennai,Villa,Pool Villa,2,21588.2,0.1,38858.76,7003.76,1179.13,1,Wallet,3.0
ORD14741,2024-07-19,Rahul Gupta,Regular,Male,36,East,West Bengal,Howrah,Standard Room,Single,2,2314.16,0.15,3934.07,613.02,1533.14,3,Credit Card,5.0
ORD11019,2024-07-07,Priya Malhotra,Premium,Male,28,North,Punjab,Ludhiana,Suite,Honeymoon Suite,3,13951.47,0.0,41854.41,4522.14,1023.5,2,Net Banking,2.0
ORD80584,2024-11-27,Pooja Nair,Regular,Female,46,West,Maharashtra,Pune,Deluxe Room,City View,4,7453.31,0.15,25341.25,4124.1,803.72,2,Debit Card,1.0
ORD72419,2023-01-24,Vikram Pillai,Regular,Female,20,South,Tamil Nadu,Chennai,Suite,Honeymoon Suite,3,19246.52,0.05,54852.58,18858.92,220.04,3,Net Banking,4.0
ORD52699,2024-08-09,Unknown,New,Male,27,South,Karnataka,Mysuru,Suite,Family Suite,2,20172.14,0.1,36309.85,8624.81,1374.46,3,Wallet,4.0
ORD60178,2024-11-06,Anika Kapoor,New,Male,19,North,Delhi,New Delhi,Suite,Presidential Suite,1,15329.1,0.05,14562.65,3959.85,1333.19,2,Credit Card,1.0
ORD85235,2023-06-20,Kabir Mehta,Regular,Male,63,South,Tamil Nadu,Chennai,Deluxe Room,Garden View,2,3616.6,0.1,6509.88,1676.74,1297.53,1,Net Banking,1.0
ORD90328,2024-10-28,Sneha Pillai,Regular,Female,55,South,Karnataka,Bengaluru,Deluxe Room,Executive,2,5214.97,0.2,8343.95,2665.93,700.24,3,Wallet,5.0
ORD94148,2023-01-26,Priya Bhatt,New,Male,58,East,Jharkhand,Ranchi,Standard Room,Non-AC,3,3155.47,0.1,8519.77,864.49,1773.57,1,Net Banking,4.0
ORD25672,2024-10-17,Anika Joshi,Premium,Female,50,West,Gujarat,Surat,Villa,Pool Villa,2,53780.34,0.2,86048.54,25726.76,1110.41,0,UPI,2.0
ORD68763,2024-08-15,Aarav Agarwal,Regular,Female,40,East,Odisha,Cuttack,Banquet/Event,Poolside Event,1,114028.87,0.05,108327.43,15139.54,675.65,3,Wallet,4.0
ORD34213,2024-07-03,Zara Chopra,New,Male,60,West,Gujarat,Ahmedabad,Standard Room,Non-AC,3,1839.93,0.0,5519.79,582.78,1613.34,2,Net Banking,2.0
ORD77829,2024-01-24,Vivaan Sharma,Regular,Male,41,South,Karnataka,Bengaluru,Standard Room,Non-AC,5,2596.47,0.05,12333.23,3023.84,1300.64,0,UPI,1.0
ORD67848,2024-02-03,Reyansh Iyer,Regular,Female,23,East,Jharkhand,Ranchi,Standard Room,Twin Sharing,3,2822.56,0.2,6774.14,1478.73,583.09,0,Net Banking,4.0
ORD20521,2023-08-25,Kiara Kulkarni,Regular,Male,64,East,Bihar,Patna,Standard Room,Double,1,3179.3,0.15,2702.41,675.82,357.84,0,UPI,1.0
ORD13255,2023-03-24,Sneha Rao,New,Female,40,West,Gujarat,Surat,Banquet/Event,Conference Hall,1,88101.43,0.1,79291.29,20738.42,1096.86,2,Credit Card,2.0
ORD42189,2024-03-01,Vivaan Chopra,Premium,Female,35,North,Delhi,New Delhi,Standard Room,Twin Sharing,1,2483.02,0.05,2358.87,252.47,916.22,0,Net Banking,5.0
ORD93448,2023-11-24,Vihaan Agarwal,Regular,Male,59,North,Punjab,Amritsar,Villa,Beach Villa,1,33902.05,0.05,32206.95,8231.57,764.63,2,UPI,5.0
ORD26333,2023-05-04,Zara Khan,Regular,Female,43,South,Kerala,Thiruvananthapuram,Banquet/Event,Conference Hall,1,109836.22,0.05,104344.41,16583.6,904.18,3,Credit Card,2.0
ORD34774,2023-07-22,Isha Das,Regular,Male,31,South,Tamil Nadu,Coimbatore,Suite,Junior Suite,3,23255.63,0.1,62790.2,18158.5,1018.13,2,Debit Card,1.0
ORD25381,2023-09-02,Vikram Kapoor,Regular,Female,48,North,Delhi,New Delhi,Deluxe Room,City View,4,4122.06,0.05,15663.83,4169.27,430.81,0,Credit Card,2.0
ORD87469,2023-01-29,Rohan Iyer,New,Male,56,North,Punjab,Ludhiana,Standard Room,AC,3,3866.2,0.05,11018.67,882.59,1751.96,1,Net Banking,2.0
ORD23779,2024-01-22,Ishaan Bhatt,Regular,Male,57,East,West Bengal,Howrah,Suite,Presidential Suite,3,17880.21,0.2,42912.5,14061.56,1933.93,2,Debit Card,5.0
ORD60422,2024-04-15,Sneha Joshi,Regular,Male,20,East,Bihar,Gaya,Deluxe Room,Garden View,1,5205.87,0.15,4424.99,903.08,1443.26,3,Wallet,2.0
ORD40797,2023-01-17,Rahul Chopra,Premium,Male,35,East,West Bengal,Kolkata,Banquet/Event,Poolside Event,1,36002.15,0.1,32401.94,8350.74,1737.84,1,Credit Card,4.0
ORD15249,2024-09-26,Reyansh Patel,Regular,Male,61,East,Odisha,Cuttack,Villa,Beach Villa,1,26240.29,0.1,23616.26,438.44,273.6,1,Wallet,1.0
ORD89631,2023-10-11,Ira Chopra,Regular,Female,38,South,Kerala,Thiruvananthapuram,Deluxe Room,City View,4,4770.33,0.2,15265.06,1675.19,561.98,3,Debit Card,5.0
ORD17695,2023-11-27,Zara Agarwal,Premium,Male,56,South,Telangana,Warangal,Banquet/Event,Poolside Event,1,144452.08,0.0,144452.08,47802.11,1155.72,1,Wallet,3.0
ORD89638,2024-03-15,Ira Patel,Regular,Male,40,South,Telangana,Hyderabad,Deluxe Room,Business,3,4430.17,0.0,13290.51,2771.99,1911.77,0,Debit Card,4.0
ORD32925,2023-10-20,Riya Reddy,Regular,Female,46,South,Tamil Nadu,Coimbatore,Banquet/Event,Conference Hall,1,49569.34,0.15,42133.94,4337.43,772.32,2,UPI,3.0
ORD88307,2023-05-31,Priya Bhatt,New,Male,38,South,Kerala,Kochi,Suite,Honeymoon Suite,2,16661.3,0.15,28324.21,8610.01,912.93,2,Debit Card,3.0
ORD59405,2024-08-01,Arjun Bhatt,Regular,Male,36,West,Maharashtra,Pune,Villa,1BHK Villa,2,42319.26,0.05,80406.59,7020.15,721.06,3,Net Banking,2.0
ORD48611,2024-08-06,Vihaan Joshi,New,Female,18,South,Karnataka,Mysuru,Suite,Junior Suite,3,22850.79,0.2,54841.9,7898.23,996.66,3,Credit Card,3.0
ORD42432,2023-07-19,Priya Mehta,Regular,Male,27,North,Uttar Pradesh,Noida,Standard Room,Twin Sharing,5,3141.53,0.0,15707.65,-53.76,551.22,1,Credit Card,3.0
ORD16689,2024-02-26,Neha Malhotra,Regular,Male,42,North,Punjab,Ludhiana,Villa,Hillside Villa,2,25284.2,0.0,50568.4,5846.38,809.44,2,Credit Card,3.0
ORD66472,2023-10-08,Unknown,Regular,Female,50,East,Jharkhand,Ranchi,Villa,2BHK Villa,2,18927.46,0.2,30283.94,10002.8,428.57,3,Wallet,5.0
ORD83670,2024-06-08,Kavya Kapoor,Regular,Male,21,East,West Bengal,Howrah,Standard Room,AC,3,1885.17,0.05,5372.73,1076.08,1821.52,1,Credit Card,1.0
ORD31119,2023-09-14,Kavya Khan,Premium,Female,26,North,Punjab,Ludhiana,Deluxe Room,Executive,2,5415.81,0.05,10290.04,1995.65,720.26,0,Credit Card,4.0
ORD86513,2023-03-18,Krishna Gupta,Premium,Male,52,East,Bihar,Gaya,Standard Room,Single,4,1881.87,0.0,7527.48,2432.33,909.27,0,Wallet,2.0
ORD72649,2023-03-14,Karan Das,Premium,Female,32,East,Bihar,Gaya,Standard Room,Twin Sharing,3,3137.29,0.0,9411.87,-347.1,1765.33,2,Credit Card,5.0
ORD32215,2024-12-29,Pooja Mehta,New,Male,34,East,Odisha,Cuttack,Suite,Presidential Suite,3,19259.87,0.05,54890.63,4725.59,941.43,2,Credit Card,3.0
